gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,0.323943661971831,1,0,0.06,0.0681975536579737,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.28169014084507044,0,0,0.17000000000000004,0.08677590583891069,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0,0.28169014084507044,1,1,0.51,0.1680129240710824,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.7183098591549296,1,1,0.6300000000000001,0.5003461804754211,1,0,0,1,1,1,1,0,1,1,0,1,0,0
1,0,1,0,0.8873239436619719,1,0,0.39999999999999997,0.43134087237479807,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,0,1,1,0.46478873239436624,1,0,0.06,0.10108469882298639,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0.6338028169014085,1,0,0.37000000000000005,0.30810062312485575,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,0,1,1,0.0,1,0,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.22535211267605634,0,1,0.17000000000000004,0.072467112854835,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,0,0.7746478873239437,1,0,0.34,0.34629586891299335,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0.9154929577464789,1,1,0.9200000000000002,0.8623355642741749,1,1,0,0,1,1,1,1,1,1,0,0,1,0
1,0,1,0,0.46478873239436624,1,1,0.42,0.22905608123701826,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.8732394366197184,1,0,0.9100000000000001,0.8113316408954535,0,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.5774647887323944,1,1,0.49000000000000005,0.3304869605354258,0,0,0,1,1,0,1,0,1,1,0,0,0,1
0,0,0,0,0.3802816901408451,1,0,0.8200000000000001,0.30810062312485575,1,1,0,0,1,0,0,1,1,1,0,0,1,0
0,0,0,0,0.6056338028169015,1,0,0.010000000000000009,0.09427648280636973,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,0.08450704225352114,1,0,0.32,0.03831063927994461,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.8028169014084507,1,1,0.010000000000000009,0.1257789060696977,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0.5774647887323944,1,0,0.020000000000000018,0.09427648280636973,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0.4084507042253521,1,0,0.010000000000000009,0.07142857142857144,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.4507042253521127,1,1,0.75,0.35841218555273485,0,1,0,0,0,1,0,1,1,1,0,0,1,0
1,0,1,1,0.07042253521126761,1,1,0.76,0.05769674590353104,1,1,0,0,1,1,0,1,0,0,0,0,0,1
1,0,0,0,0.02816901408450704,1,0,0.0,0.0043849526886683594,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.4084507042253521,1,0,0.8200000000000001,0.3551811677821371,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,0,1,1,1.0,1,1,0.8800000000000001,0.9035310408492961,1,1,0,1,0,1,0,1,1,1,0,0,0,0
0,0,1,1,0.7746478873239437,1,1,0.8500000000000001,0.6756288945303485,1,1,0,0,0,1,1,1,1,0,1,0,1,0
0,0,0,0,0.7183098591549296,1,1,0.6699999999999999,0.49849988460650824,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,0.14084507042253522,1,0,0.72,0.11562427879067622,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,0.6901408450704226,1,0,0.020000000000000018,0.12139395338102932,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,1,1,0.7042253521126761,1,1,0.72,0.5234248788368335,1,1,0,0,0,1,0,0,1,1,0,0,1,0
1,0,1,0,0.15492957746478872,1,1,0.33,0.06854373413339489,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,0.46478873239436624,1,1,0.020000000000000018,0.07662127855988923,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0.3943661971830986,1,1,0.71,0.3092545580429264,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.0,1,0,0.6599999999999999,0.007615970459266097,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.22535211267605634,1,1,0.37000000000000005,0.10570043849526888,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,0,1,0,0.7323943661971831,1,1,0.75,0.5601200092314793,0,1,0,0,0,0,1,1,1,1,0,0,1,0
0,0,0,0,0.4507042253521127,1,0,0.6200000000000001,0.2982921763212555,1,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0.15492957746478872,1,0,0.32,0.0663512577890607,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.04225352112676056,1,1,0.32,0.02123240249249942,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0.7464788732394366,1,1,0.9600000000000002,0.6959381490883914,1,1,0,1,1,1,1,1,1,1,0,0,0,1
1,0,1,0,0.7042253521126761,1,0,0.51,0.41899376875144245,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.9154929577464789,1,1,0.07,0.19097622894068775,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0.47887323943661975,1,1,0.9500000000000002,0.4495730440803139,1,1,0,1,1,1,1,1,1,0,1,0,0,1
0,0,0,0,0.16901408450704225,1,1,0.010000000000000009,0.02711747057465959,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0.11267605633802817,1,0,0.46,0.06104315716593584,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0.7746478873239437,1,1,0.5700000000000001,0.49226863604892684,0,0,0,0,1,0,1,1,1,1,0,0,0,0
1,0,0,0,0.014084507042253521,0,1,0.27,0.007731363951073159,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,1,0,0.5774647887323944,1,1,0.8800000000000001,0.518578352180937,1,1,0,0,0,1,1,1,1,0,0,0,0,0
0,0,1,1,0.014084507042253521,1,1,0.71,0.019270713131779367,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,1.0,1,1,0.9000000000000001,0.9066466651280868,1,1,0,1,1,0,1,1,1,0,1,1,0,0
1,1,0,0,0.09859154929577466,1,1,0.69,0.08019847680590815,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.25352112676056343,1,1,0.8200000000000001,0.2142857142857143,1,1,0,0,0,0,1,1,1,1,0,0,1,0
0,1,0,0,0.15492957746478872,1,1,0.81,0.1363951073159474,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,0,0,0,0.4507042253521127,1,0,0.6200000000000001,0.30383106392799447,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,0.971830985915493,1,1,0.9500000000000002,0.9059543041772444,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.3943661971830986,0,0,0.21000000000000002,0.12277867528271406,0,0,0,1,1,0,1,0,0,1,0,1,0,0
1,0,0,0,0.23943661971830985,1,1,0.010000000000000009,0.04281098546042003,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0.7464788732394366,1,1,0.72,0.5669282252480959,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0.0,1,0,0.32,0.003692591737825987,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0.0,1,1,0.52,0.006000461573967228,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.9014084507042254,1,1,0.07,0.196976690514655,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1.0,1,1,0.9200000000000002,0.8923378721440111,1,1,0,1,1,1,0,1,1,0,1,0,1,0
0,0,0,0,0.8028169014084507,1,1,0.8600000000000001,0.715555042695592,1,1,0,0,0,1,1,1,1,1,0,0,1,0
0,0,1,0,0.9859154929577465,1,0,0.6200000000000001,0.6587814447265175,1,0,0,1,1,1,1,0,1,0,1,1,0,0
1,0,1,1,0.5070422535211268,1,1,0.77,0.3803369489960766,1,1,0,0,0,0,0,1,1,0,0,0,1,0
0,0,1,0,0.5774647887323944,1,1,0.9000000000000001,0.5271174705746595,1,1,0,0,0,1,1,1,1,1,0,0,1,0
1,0,0,0,0.33802816901408456,1,1,0.010000000000000009,0.05931225478882991,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.8591549295774649,1,0,0.9000000000000001,0.7854834987306716,0,1,0,1,1,1,1,1,1,0,1,0,0,1
1,0,1,0,0.33802816901408456,0,1,0.16000000000000003,0.09635356565889684,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0.014084507042253521,1,1,0.56,0.014078006000461574,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0.9577464788732395,0,0,0.21000000000000002,0.31860143087929843,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,0,1,0,0.971830985915493,1,0,0.6599999999999999,0.656358181398569,0,1,0,1,1,0,1,0,0,0,1,0,0,0
1,0,1,1,0.7746478873239437,1,0,0.5,0.43814908839141475,1,0,0,1,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0.36619718309859156,1,1,0.6300000000000001,0.26009693053311794,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0.04225352112676056,1,1,0.6100000000000001,0.03450265405031156,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.8450704225352113,1,0,0.07,0.17724440341564737,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.0,1,0,0.33,0.0038079852296330485,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,0.4366197183098592,1,0,0.43,0.21301638587583663,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0.7042253521126761,1,0,0.020000000000000018,0.11816293561043158,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0.295774647887324,1,1,0.71,0.2228248326794369,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.15492957746478872,0,0,0.16000000000000003,0.04892684052619432,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,0.04225352112676056,1,0,0.010000000000000009,0.008654511885529657,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.9859154929577465,1,0,0.010000000000000009,0.15820447726748213,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0.619718309859155,1,0,0.6300000000000001,0.43353334871913224,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0.0,1,1,0.5700000000000001,0.006577429033002539,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0.23943661971830985,1,1,0.71,0.1863604892684053,1,1,0,0,0,1,0,1,0,1,0,1,0,0
0,0,1,1,0.014084507042253521,1,0,0.38000000000000006,0.010962381721670899,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.943661971830986,0,0,0.26,0.35391183937225945,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.07042253521126761,1,1,0.6599999999999999,0.05827371336256635,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0.02816901408450704,1,1,0.6100000000000001,0.026886683591045464,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.0,1,1,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.9577464788732395,1,1,0.8800000000000001,0.845834294945765,1,1,0,0,0,1,1,1,1,0,1,0,0,0
0,0,0,0,0.4225352112676057,1,1,0.6300000000000001,0.30256173551811677,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0.18309859154929578,1,0,0.26,0.07189014539579969,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0.8450704225352113,1,1,0.76,0.6560120009231479,1,1,0,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,0.676056338028169,1,1,0.81,0.5579275328871451,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1,0,1,1,0.07042253521126761,1,1,0.3,0.03219478421417032,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0.15492957746478872,1,0,0.6300000000000001,0.09693053311793216,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0.8732394366197184,1,0,0.49000000000000005,0.48649896145857374,1,0,0,0,1,0,1,0,1,0,1,0,0,1
1,0,1,1,0.8873239436619719,1,0,0.010000000000000009,0.15208862220170782,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,1.0,0,1,0.47000000000000003,0.546503577198246,0,0,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0.09859154929577466,1,1,0.6599999999999999,0.08608354488806833,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0.056338028169014086,1,0,0.6000000000000001,0.04154165705054235,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.7183098591549296,1,1,0.77,0.5721209323794137,1,1,0,0,1,1,0,1,0,1,0,1,0,0
1,1,0,0,0.26760563380281693,1,1,0.43,0.13339487652896379,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.1267605633802817,1,1,0.6599999999999999,0.09393030233094854,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0.3802816901408451,1,0,0.0,0.05954304177244404,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,0.056338028169014086,0,0,0.07,0.012347103623355643,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.28169014084507044,1,0,0.6200000000000001,0.19951534733441034,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.971830985915493,0,0,0.42,0.47542118624509583,0,0,0,0,1,1,1,1,1,1,0,0,1,0
1,1,0,0,0.35211267605633806,1,1,0.71,0.26067389799215324,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.02816901408450704,1,1,0.6799999999999999,0.026078929148396032,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.8732394366197184,1,1,0.9100000000000001,0.8092545580429263,1,1,0,1,1,1,0,1,1,0,0,0,0,0
1,1,1,0,1.0,1,1,0.9600000000000002,0.9594968843757212,1,1,0,1,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0.8591549295774649,1,1,0.74,0.6592430186937457,1,1,0,1,1,0,0,0,1,1,0,0,0,0
1,1,1,0,0.3802816901408451,1,0,0.07,0.08262174013385645,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0.08450704225352114,1,1,0.8300000000000001,0.07869836141241635,1,1,0,0,0,1,0,1,1,0,0,0,1,0
1,0,0,0,0.014084507042253521,1,0,0.010000000000000009,0.003000230786983614,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.5633802816901409,1,1,0.48000000000000004,0.31271636279713827,0,0,0,0,1,0,1,0,1,1,0,0,0,0
0,1,1,0,0.1267605633802817,1,0,0.6699999999999999,0.09612277867528272,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.28169014084507044,1,1,0.8500000000000001,0.25801984768059083,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1,0,0,0,1.0,1,0,0.07,0.21324717285945075,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0.0,1,1,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0.0,1,0,0.3,0.003461804754211863,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0.7183098591549296,1,1,0.6100000000000001,0.4845372720978537,1,0,0,1,0,0,1,1,1,0,1,1,0,0
1,1,1,0,0.3802816901408451,1,1,0.9200000000000002,0.3676436648972998,1,1,0,0,1,1,1,1,1,0,0,0,1,0
0,0,0,0,0.4084507042253521,1,1,0.46,0.21578582967920612,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0.7323943661971831,1,0,0.51,0.42326332794830374,1,0,0,1,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.6619718309859155,1,1,0.47000000000000003,0.354950380798523,0,0,0,0,1,1,0,0,1,1,0,0,1,0
1,0,0,0,0.04225352112676056,1,1,0.32,0.025040387722132476,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0.8028169014084507,1,0,0.81,0.6725132702515578,0,1,0,1,1,0,0,1,1,1,0,1,0,0
1,0,1,1,0.07042253521126761,1,0,0.010000000000000009,0.010039233787214401,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,0.7464788732394366,1,0,0.73,0.570851603969536,1,0,0,1,1,1,1,1,1,0,1,1,0,0
0,0,0,0,0.5070422535211268,0,0,0.17000000000000004,0.1497807523655666,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,1,0,0,0.25352112676056343,1,1,0.8700000000000001,0.2295176552042465,0,1,0,1,1,0,1,1,1,0,0,0,0,1
0,0,1,0,0.5492957746478874,1,1,0.32,0.23540272328640666,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0.47887323943661975,1,1,0.55,0.3049849988460651,1,0,0,0,0,0,1,1,1,1,0,0,0,0
1,0,0,0,0.6338028169014085,1,1,0.8600000000000001,0.5638126009693053,0,1,0,0,1,1,1,1,1,0,1,0,0,0
1,0,0,0,0.295774647887324,0,1,0.32,0.12462497115162705,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1,0,1,1,0.9859154929577465,1,0,0.020000000000000018,0.171013154858066,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0.7605633802816901,1,1,0.6699999999999999,0.5603507962150934,1,1,0,0,1,1,0,0,0,0,0,0,1,0
0,1,0,0,0.4084507042253521,1,1,0.51,0.23944149549965382,1,0,0,0,0,1,1,1,0,0,1,1,0,0
1,0,0,0,0.6619718309859155,1,0,0.06,0.12866374336487424,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,0.619718309859155,1,0,0.6300000000000001,0.4065312716362797,1,0,0,1,1,1,1,1,0,0,0,0,0,1
1,0,1,1,1.0,1,1,0.6599999999999999,0.6886683591045465,1,0,0,1,0,1,1,1,1,0,1,0,0,0
1,0,0,0,0.014084507042253521,0,0,0.06,0.0032310177705977385,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0.7464788732394366,1,0,0.56,0.4501500115393492,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1.0,1,1,0.6200000000000001,0.6771290099238403,0,0,0,1,0,1,1,1,1,0,1,0,0,0
1,0,0,0,0.11267605633802817,1,0,0.53,0.0754673436418186,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0.0,1,0,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0.14084507042253522,1,0,0.010000000000000009,0.02284791137779829,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.9014084507042254,1,0,0.54,0.5348488345257327,1,0,0,1,1,1,0,0,1,1,0,1,0,0
1,0,1,1,0.16901408450704225,1,1,0.45,0.09208400646203554,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.6901408450704226,1,1,0.6100000000000001,0.46226632817909075,1,0,0,0,1,0,1,1,1,0,1,0,0,1
1,0,0,0,0.5211267605633804,1,1,0.8500000000000001,0.45811216247403647,1,1,0,0,0,1,1,1,1,0,0,0,1,0
0,0,1,0,0.8873239436619719,1,1,0.8400000000000001,0.7657512116316639,0,1,0,0,1,1,1,1,1,1,0,1,0,0
1,1,0,0,0.19718309859154928,1,0,0.71,0.14654973459496887,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.07042253521126761,1,0,0.26,0.02907915993537965,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.8450704225352113,1,0,0.020000000000000018,0.14539579967689822,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,1.0,1,1,0.9600000000000002,0.9309946918993769,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0.014084507042253521,0,1,0.17000000000000004,0.005769674590353104,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0.9859154929577465,1,1,0.06,0.20747749826909764,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,0.2112676056338028,1,1,0.73,0.1756288945303485,0,1,0,0,0,1,1,0,1,0,0,0,1,0
0,0,1,0,0.943661971830986,1,1,0.9200000000000002,0.8761827832910224,1,1,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0.22535211267605634,1,1,0.020000000000000018,0.040041541657050546,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0.08450704225352114,0,0,0.2,0.030233094853450264,0,0,0,1,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0.014084507042253521,1,0,0.72,0.018001384721901686,1,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0.09859154929577466,0,0,0.10999999999999999,0.02284791137779829,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.6338028169014085,1,1,0.020000000000000018,0.10373874913454882,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.09859154929577466,1,1,0.010000000000000009,0.01650126932840988,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0.9577464788732395,1,1,0.020000000000000018,0.159819986152781,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0.02816901408450704,1,1,0.5900000000000001,0.0252711747057466,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.6901408450704226,1,0,0.020000000000000018,0.12104777290560813,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.3943661971830986,1,0,0.020000000000000018,0.06704361873990308,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0.0,1,1,0.53,0.00611585506577429,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.11267605633802817,1,0,0.51,0.0730440803138703,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.1267605633802817,1,1,0.06,0.02711747057465959,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.8732394366197184,1,1,0.6200000000000001,0.5743134087237479,1,0,0,1,1,1,1,0,1,0,1,1,0,0
1,0,0,0,0.056338028169014086,1,0,0.010000000000000009,0.010385414262635588,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.943661971830986,0,0,0.2,0.3116778213708747,0,0,0,1,0,1,1,0,0,0,1,0,0,1
1,1,1,0,0.35211267605633806,1,1,0.75,0.27267482114008773,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0,0,0,0.15492957746478872,1,0,0.010000000000000009,0.024232633279483037,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0.09859154929577466,0,1,0.2,0.036002769443803366,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,1,0.6338028169014085,1,1,0.81,0.5046157396722825,0,1,0,0,1,1,0,1,1,0,0,0,1,0
1,0,0,0,0.5915492957746479,1,0,0.37000000000000005,0.27994461112393265,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,1,1,0.8309859154929577,1,0,0.9700000000000002,0.7777521347795984,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.22535211267605634,1,0,0.010000000000000009,0.035195015001153934,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0.0,0,1,0.06,0.0006923609508423727,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.7464788732394366,1,1,0.8500000000000001,0.648626817447496,1,1,0,1,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0.4225352112676057,1,1,0.37000000000000005,0.19582275559658438,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.07042253521126761,1,0,0.010000000000000009,0.011308562197092085,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,0.09859154929577466,1,1,0.56,0.0681975536579737,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.7323943661971831,1,1,0.76,0.5748903761827833,0,1,0,0,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0.35211267605633806,1,0,0.010000000000000009,0.05065774290330025,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,0.7887323943661972,1,1,0.52,0.47380567735979695,0,0,0,1,1,0,1,1,0,0,1,1,0,0
1,0,1,0,0.7323943661971831,1,1,0.9000000000000001,0.6577429033002539,1,1,0,0,1,1,1,1,1,1,0,0,0,0
0,0,1,1,0.9859154929577465,1,0,0.8200000000000001,0.8297945995845835,0,1,0,1,1,1,1,1,0,0,1,1,0,0
0,0,0,0,0.15492957746478872,1,0,0.07,0.0343872605585045,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.0,1,1,0.9600000000000002,0.9277636741287791,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.9295774647887325,0,1,0.35000000000000003,0.4109162243249481,0,0,0,0,0,1,1,1,1,0,0,1,0,0
1,1,1,1,0.6338028169014085,1,1,0.9200000000000002,0.5716593584121855,1,1,0,1,1,0,1,1,1,0,0,0,1,0
0,0,0,0,0.25352112676056343,1,1,0.43,0.12404800369259175,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,0.3098591549295775,1,1,0.81,0.2624048003692592,0,1,0,1,0,1,0,1,1,1,0,1,0,0
1,0,0,0,0.0,1,0,0.5700000000000001,0.006577429033002539,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0.971830985915493,1,0,0.08000000000000002,0.21209323794138013,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,1.0,1,0,0.010000000000000009,0.16674359566120472,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0.19718309859154928,1,0,0.020000000000000018,0.036002769443803366,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0.0,0,0,0.06,0.0006923609508423727,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0.9295774647887325,1,1,0.74,0.7064389568428341,0,1,0,1,1,0,1,1,0,0,1,0,0,0
0,0,0,0,0.25352112676056343,1,1,0.6000000000000001,0.17043618739903071,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.22535211267605634,1,0,0.38000000000000006,0.10708516039695362,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1,0,1,1,0.09859154929577466,1,0,0.38000000000000006,0.04419570736210478,0,0,0,0,1,0,1,0,0,0,0,0,0,0
